id,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,classe
2268,0.0,0.032357,0.13818,0.19658,0.032357,1121.1,0.32557,0.032357,0.083406,0.035634,0.069821,0.17892,0.027087,0.30307,0.083479,0.098165,0.091853,0.47373,0
2269,0.0,0.17458,0.97523,0.10443,0.17458,750.98,0.48603,0.17458,0.097308,0.0,0.097308,0.29653,0.55053,0.48603,0.015944,1.0061,0.0,3.6558,0
2270,0.0,0.14848,0.3039,0.049365,0.14848,1156.1,0.31572,0.14848,0.047517,0.1628,0.047517,0.39713,0.14848,0.31572,0.057488,0.096609,0.052101,1.7211,0
2271,0.0,-0.1468,-2.5927,-0.1147,-0.1468,-259.16,-1.4084,-0.1468,-0.21115,-0.14448,-0.21115,-0.07881,-0.1903,-1.4084,-0.21799,-0.024376,-0.20781,3.2479,0
2272,0.0,0.2937,2.1567,0.15701,0.2937,199.47,1.8298,0.2937,0.14266,0.28771,0.11583,0.46444,0.66272,1.5171,0.13433,0.018561,0.13975,3.6235,0
2273,0.0,0.067715,0.1672,0.35156,0.067715,153.8,2.3732,0.067715,0.023126,0.0,0.023126,0.21212,0.50104,2.3732,0.019911,0.015035,0.0,0.63978,0
2274,0.000477,0.074709,0.21148,0.077036,0.074709,2212.0,0.16501,0.074709,0.05721,0.078386,0.051936,0.208,0.38332,0.15371,0.058376,0.19489,0.060026,0.4302,0
2275,0.0,0.0971,0.37587,0.049936,0.0971,829.54,0.44,0.0971,0.042658,0.13493,0.033076,0.049955,0.69067,0.35557,0.049422,0.05684,0.059277,3.6804,0
2276,-0.96002,0.55301,3.1541,0.082315,0.55301,115.72,3.1541,0.55301,0.082315,0.73865,0.079139,0.39638,0.036617,3.0325,0.12246,0.007912,0.10995,4.2467,0
2277,0.26126,-0.003739,-0.016024,0.008482,-0.003739,9124.8,0.040001,-0.003739,-0.001329,-0.008946,-0.001329,-0.095928,0.25752,0.040001,-0.003188,1.0658,-0.003179,1.1636,0
2278,-0.28215,0.17753,0.42072,0.18285,0.17753,2003.0,0.18222,0.17753,0.16723,0.22348,0.15164,-0.06054,-0.12116,0.16669,0.20549,0.14791,0.21052,1.4097,0
2279,0.0,0.14832,0.63279,0.11299,0.14832,488.42,0.74731,0.14832,0.095054,0.15461,0.076165,0.28753,0.64265,0.62237,0.099563,0.043068,0.099083,1.726,0
2280,-0.014229,0.016359,0.037456,0.050573,0.016359,2658.8,0.13728,0.016359,0.009418,0.026554,0.000481,0.32674,0.35903,0.11302,0.047134,0.21756,0.015287,0.60684,0
2281,0.0,0.067765,0.40021,0.25318,0.067765,230.3,1.5849,0.067765,0.063933,0.0,0.063933,0.16459,0.60532,1.5849,0.011711,0.028138,0.0,0.7678,0
2282,0.0,0.1109,0.65791,0.1184,0.1109,458.34,0.79636,0.1109,0.064701,0.090537,0.051147,0.52713,0.17111,0.70519,-0.006504,0.046525,0.052822,2.9405,0
2283,-0.89312,-0.40783,-0.45359,-0.44389,-0.40783,-1787.9,-0.20415,-0.40783,-0.51349,-0.37622,-0.56125,-0.874,-0.75217,-0.22612,-0.47369,-0.1769,-0.47369,0.14303,0
2284,-0.079501,0.081353,0.094694,0.090562,0.081353,2530.2,0.14426,0.081353,0.055623,0.11172,0.043798,0.11847,0.037937,0.12542,0.098793,0.18798,0.076382,0.31366,0
2285,-0.96261,0.006662,0.024828,0.038054,0.006662,846.36,0.43126,0.006662,0.002191,0.006662,0.002191,0.015096,-0.2311,0.43126,-0.63011,0.077293,0.002191,2.1363,0
2286,0.32382,0.044336,0.18467,0.18678,0.044336,839.31,0.43488,0.044336,0.064835,0.065833,0.053154,0.36986,0.6382,0.40768,0.096272,0.064708,0.096272,1.3367,0
2287,0.0,0.080191,0.18413,0.11688,0.080191,919.29,0.39705,0.080191,0.035446,0.0,0.035446,0.089612,0.29613,0.39705,0.004907,0.1205,0.0,0.7679,0
2288,0.0,0.096729,0.16447,0.67507,0.096729,212.9,1.7144,0.096729,0.045332,0.0,0.045332,0.24514,0.046186,1.7144,0.001589,0.020843,0.0,0.55503,0
2289,0.39811,0.15765,0.88964,0.16745,0.15765,302.46,1.2068,0.15765,0.12345,0.15527,0.10274,0.49513,0.73627,1.0575,0.12158,0.02755,0.12158,2.9229,0
2290,0.0,0.33403,16.506,0.14262,0.33403,21.789,16.751,0.33403,0.14054,0.36951,0.11389,0.68782,0.44866,13.621,0.15283,0.001801,0.15547,34.735,0
2291,-0.34821,0.008084,0.015504,0.00578,0.008084,13295.0,0.027453,0.008084,0.003195,0.0,0.003195,0.13747,-0.2117,0.027453,0.004232,2.7151,0.0,0.98312,0
2292,0.0,-0.078642,-0.21418,0.19185,-0.078642,979.46,0.37266,-0.078642,-0.076939,0.0,-0.076939,-0.11201,0.39256,0.37266,0.009749,0.063844,0.0,1.3647,0
2293,0.0,-1.4919,-1.1401,-0.51279,-1.4919,-373.96,-0.97603,-1.4919,-0.51279,-1.4772,-0.51279,-3.331,-0.52853,-0.97603,-0.5254,-0.034491,-0.50775,0.15921,0
2294,0.31471,0.35939,1.1504,0.55415,0.35939,266.84,1.3679,0.35939,0.42549,0.37173,0.42549,0.31471,0.62134,1.3679,0.4401,0.023418,0.4401,1.7161,0
2295,0.0,0.11741,0.58976,0.056918,0.11741,551.64,0.66166,0.11741,0.050733,0.11714,0.041756,0.4693,0.72129,0.5573,0.055554,0.050484,0.050614,1.8118,0
2296,-0.2886,0.25259,0.77571,0.2111,0.25259,425.38,0.85806,0.25259,0.17372,0.25094,0.15077,0.42117,0.57479,0.76476,0.18239,0.039058,0.17259,0.80852,0
2297,0.0,0.001744,0.075605,0.018494,0.001744,722.67,0.50507,0.001744,0.002768,0.005087,0.002768,0.22014,0.96967,0.50507,0.000557,0.051279,0.008077,9.0282,0
2298,0.11974,-0.067678,-0.20302,-0.094472,-0.067678,-3241.4,-0.11261,-0.067678,-0.16234,-0.067264,-0.17601,0.153,0.51826,-0.12889,-0.16135,-0.29507,-0.16135,2.2658,0
2299,-0.6175,-0.4406,-0.21604,-0.082016,-0.4406,-2230.3,-0.16366,-0.4406,-0.10795,-0.38562,-0.10795,-0.62209,-1.0581,-0.16366,-0.094477,-0.24371,-0.094477,0.46726,0
2300,0.0,-0.17851,-2.0239,-0.14518,-0.17851,-651.82,-0.55997,-0.17851,-0.18665,0.040943,-0.18665,-0.013925,0.63136,-0.55997,0.045804,0.10255,0.042809,2.2123,0
2301,-0.063206,0.10106,0.41888,0.11255,0.10106,1898.4,0.19227,0.10106,0.078525,0.15114,0.072613,-0.058473,0.24406,0.18217,0.11743,0.12707,0.11743,1.0857,0
2302,0.0,0.22209,0.55381,0.05924,0.22209,1089.0,0.33517,0.22209,0.051701,0.30674,0.040371,0.28952,0.2237,0.27107,0.068412,0.07463,0.071405,1.2656,0
2303,0.14986,0.26939,6.9764,0.27963,0.26939,52.04,7.0138,0.26939,0.27814,0.0,0.27814,0.8571,0.85464,7.0138,0.012098,0.89048,0.0,4.2867,0
2304,-0.38692,0.99526,30.587,6.6051,0.99526,11.783,30.977,0.99526,6.5219,1.0324,5.7731,0.79716,0.72887,27.465,-1.4211,0.001038,6.7655,10.073,0
2305,0.0,-0.056048,-0.24746,0.024725,-0.056048,4615.1,0.079088,-0.056048,-0.059475,0.0,-0.059475,-0.04745,0.62897,0.079088,0.093306,0.12376,0.0,1.2566,0
2306,-0.57604,-0.33069,-0.25483,-4.3952,-0.33069,-1452.4,-0.2513,-0.33069,-4.457,-0.069213,-3.9477,-0.64535,-0.29954,-0.22218,-0.93284,-0.66009,-0.93284,0.68132,0
2307,0.017039,-0.17632,-0.26828,-0.10125,-0.17632,-2207.9,-0.16532,-0.17632,-0.13061,-0.17096,-0.13061,-0.30191,0.14378,-0.16532,-0.56469,-0.20986,-0.12664,0.67599,0
2308,0.008361,0.004311,0.029348,0.050142,0.004311,1088.8,0.33522,0.004311,0.00439,0.014729,0.004039,0.015874,0.83989,0.33287,0.015,0.080947,0.015,1.0704,0
2309,0.9569,0.38422,1.1898,0.22057,0.38422,284.12,1.2847,0.38422,0.18669,0.46131,0.18669,0.9569,0.61397,1.2847,0.22415,0.021876,0.22415,1.3381,0
2310,-0.2735,-0.034163,-0.15003,0.16036,-0.034163,1186.9,0.30753,-0.034163,-0.028732,-0.009088,-0.028732,-0.42264,-0.17014,0.30753,-0.006857,0.095794,-0.007643,2.2026,0
2311,0.0,0.094482,0.26806,0.054728,0.094482,1105.0,0.33031,0.094482,0.041506,0.093207,0.031382,0.20755,0.60479,0.26921,0.01989,0.10196,0.040946,1.3886,0
2312,-0.1218,-0.12498,-1.0197,-0.18202,-0.12498,-468.41,-0.77923,-0.12498,-0.2382,-0.12202,-0.2382,-0.10363,0.80566,-0.77923,-0.23255,-0.043544,-0.23255,0.69621,0
2313,-0.29606,-0.18169,-0.48969,-0.027485,-0.18169,-1702.2,-0.21443,-0.18169,-0.052351,-0.16477,-0.052351,-1.3121,-0.47124,-0.21443,-0.026797,-0.18896,-0.047478,0.93448,0
2314,0.10856,0.031736,0.074763,0.062103,0.031736,3861.7,0.094517,0.031736,0.033097,0.15108,0.033097,0.10856,0.36266,0.094517,0.15755,0.11579,0.15755,0.35062,0
2315,0.0,0.069414,0.21303,0.23292,0.069414,2684.6,0.13596,0.069414,0.1799,0.089884,0.14604,0.1464,0.1968,0.1162,0.23406,0.19968,0.23295,0.52645,0
2316,0.0,0.036507,0.077018,0.043142,0.036507,2520.1,0.14483,0.036507,0.014934,0.068908,0.014934,0.37787,0.22079,0.14483,0.019232,0.17606,0.028189,0.5067,0
2317,0.19941,0.22464,0.88896,0.20317,0.22464,522.0,0.69923,0.22464,0.18922,0.22491,0.15317,0.28314,0.48444,0.57515,0.17721,0.047619,0.18944,2.2547,0
2318,0.0,0.013899,0.022284,0.015724,0.013899,5884.3,0.062029,0.013899,0.005366,0.042504,0.004564,0.18002,0.30378,0.058868,0.016467,0.31568,0.016408,0.68489,0
2319,0.0,0.26022,1.4114,0.29768,0.26022,303.9,1.2011,0.26022,0.25676,0.25745,0.20798,0.56064,0.54546,1.0042,0.24415,0.02801,0.25403,2.2883,0
2320,-0.076995,0.001127,0.001339,0.005471,0.001127,23533.0,0.01551,0.001127,0.000472,-0.061932,0.000472,0.1366,-0.075868,0.01551,-0.055776,-0.56119,-0.025952,0.7674,0
2321,0.19486,0.16544,0.3789,0.12775,0.16544,1052.3,0.34687,0.16544,0.10635,0.20678,0.082386,0.25157,0.40031,0.2818,0.13292,0.078462,0.13292,0.70407,0
2322,0.43874,0.11025,0.4431,0.09537,0.11025,675.26,0.54053,0.11025,0.061133,0.099048,0.04762,0.56135,0.62299,0.46395,0.054921,0.06506,0.054921,1.5693,0
2323,0.0,0.28079,3.4457,0.48118,0.28079,102.19,3.5716,0.28079,0.46421,0.26886,0.35977,0.28079,0.21762,2.7964,0.44409,0.009732,0.44449,11.425,0
2324,0.0,0.15152,3.804,0.1755,0.15152,144.12,2.5326,0.15152,0.13095,0.15388,0.10406,0.42931,0.61356,2.1445,0.14234,0.01301,0.13299,8.2346,0
2325,-0.29013,-0.034547,-0.07716,0.11456,-0.034547,3789.7,0.096313,-0.034547,-0.091778,-0.035102,-0.091778,-0.16218,-0.017567,0.096313,-0.36424,0.35061,-0.093252,1.939,0
2326,0.0,0.015342,0.025378,0.17055,0.015342,983.12,0.37127,0.015342,0.010192,0.0,0.010192,0.016181,0.20926,0.37127,0.004437,0.095489,0.0,0.38529,0
2327,0.91001,0.2363,1.2086,0.11826,0.2363,271.78,1.343,0.2363,0.10642,0.23397,0.083933,1.1398,0.80268,1.0876,0.10537,0.0247,0.10537,2.9553,0
2328,0.000544,0.2393,8.4138,0.11062,0.2393,42.106,8.6686,0.2393,0.10696,0.21696,0.085597,0.48572,0.93906,6.9947,0.10146,0.004227,0.096971,19.688,0
2329,0.0,0.003195,0.024225,0.048471,0.003195,1522.2,0.23979,0.003195,0.004,-0.018955,-0.006193,0.67306,0.58239,0.18937,-0.018748,0.32487,-0.023731,1.1985,0
2330,0.0,0.51162,1.3461,0.20538,0.51162,250.43,1.4575,0.51162,0.18952,0.51818,0.14985,0.51162,0.6063,1.176,0.21388,0.022603,0.19195,0.91657,0
2331,0.65728,0.20969,0.72442,0.18262,0.20969,392.9,0.929,0.20969,0.12509,0.22605,0.12509,0.65728,0.64337,0.929,0.13485,0.033594,0.13485,0.69509,0
2332,0.0,0.042774,0.10273,0.18798,0.042774,4203.9,0.086824,0.042774,0.11485,0.041195,0.077399,-0.008251,0.17225,0.069528,0.11859,0.39278,0.11061,0.12983,0
2333,0.0,0.05498,0.14849,0.15014,0.05498,973.11,0.37509,0.05498,0.042702,0.081654,0.042702,0.17275,0.10825,0.37509,0.039417,0.078092,0.06342,0.46972,0
2334,0.0,0.11174,0.15599,0.087231,0.11174,1955.5,0.18665,0.11174,0.072806,0.11026,0.072806,0.11174,0.26707,0.18665,0.097598,0.18058,0.071839,0.49502,0
2335,0.0,0.028166,0.21389,0.02761,0.028166,1710.0,0.21344,0.028166,0.02761,0.0,0.02761,0.11555,0.85673,0.21344,0.000271,0.079126,0.0,5.1067,0
2336,0.0,0.16071,0.36634,0.080615,0.16071,899.61,0.40573,0.16071,0.061271,0.1867,0.04964,0.2836,0.44394,0.34719,0.053189,0.073163,0.071181,0.98124,0
2337,0.0,0.12934,1.0677,0.087361,0.12934,304.15,1.2001,0.12934,0.068963,0.12977,0.056608,0.33692,0.81359,1.0303,0.069092,0.027703,0.069193,5.0562,0
2338,0.0,0.11016,0.14215,0.027817,0.11016,2450.3,0.14896,0.11016,0.026203,0.11434,0.01916,0.11016,0.19802,0.11124,0.035538,0.21606,0.027197,1.1007,0
2339,-0.006545,-0.006545,-0.038168,0.005328,-0.006545,10642.0,0.034299,-0.006545,-0.00526,0.0,0.0,-0.33961,-0.44302,0.068157,0.012922,0.48907,0.0,1.4001,0
2340,-0.82178,0.040314,0.024472,0.06879,0.040314,9089.5,0.040156,0.040314,0.041922,0.07043,0.041922,-0.274,-0.77957,0.040156,0.051241,0.5704,0.07324,0.32045,0
2341,0.010029,0.054712,0.32157,0.20955,0.054712,1522.8,0.23968,0.054712,0.080487,0.079813,0.065827,0.013253,0.26235,0.22292,0.11741,0.11662,0.11741,1.5633,0
2342,0.2884,0.12176,0.6247,0.13637,0.12176,395.48,0.92292,0.12176,0.092306,0.13281,0.070292,0.36802,0.8047,0.77394,0.10068,0.033561,0.10068,2.8414,0
2343,0.24453,0.50619,2.4757,0.25873,0.50619,226.62,1.6107,0.50619,0.25525,0.48997,0.20702,0.53087,0.65508,1.3104,0.24885,0.021371,0.24707,4.242,0
2344,-0.23236,-0.042418,-0.067508,0.012098,-0.042418,6052.9,0.060302,-0.042418,-0.012567,-0.015747,-0.012567,-0.55318,-0.27478,0.060302,-0.029855,0.33437,-0.004665,0.6235,0
2345,0.11271,0.20461,1.323,0.11556,0.20461,226.31,1.6128,0.20461,0.072707,0.35885,0.05767,0.18344,0.78446,1.4029,0.12751,0.013827,0.12751,1.8999,0
2346,0.19142,0.055916,0.28836,0.16432,0.055916,739.56,0.49354,0.055916,0.089187,0.055624,0.11158,0.1472,0.79127,0.56079,0.088722,0.066804,0.088722,0.693,0
2347,0.0,0.34518,2.1887,0.53289,0.34518,393.53,0.92751,0.34518,0.4819,0.36297,0.38497,0.55245,0.56476,0.7588,0.19643,0.034338,0.50674,1.7376,0
2348,0.0,0.039276,0.15022,0.040674,0.039276,2366.9,0.15421,0.039276,0.015764,0.0,0.015764,0.19104,0.24871,0.15421,0.003012,0.35295,0.0,0.55917,0
2349,0.0,0.038221,0.053353,0.019137,0.038221,3318.1,0.11,0.038221,0.008997,0.044189,0.008997,0.14741,0.047288,0.11,0.010163,0.2823,0.010402,0.8233,0
2350,0.0,0.19548,1.3666,0.35347,0.19548,300.86,1.2132,0.19548,0.28521,0.1875,0.2839,0.24867,0.79754,1.2087,0.28668,0.028412,0.27356,4.2816,0
2351,0.0,0.14505,0.76353,0.19874,0.14505,246.49,1.4808,0.14505,0.080473,0.0,0.080473,0.36961,0.4385,1.4808,0.016811,0.037828,0.0,3.0875,0
2352,0.0,-0.058672,-0.1695,-0.01121,-0.058672,-21903.0,-0.016665,-0.058672,-0.060999,-0.053249,-0.060999,0.076687,0.33421,-0.016665,-0.056057,-4.0236,-0.055361,0.72412,0
2353,0.0,-0.31478,-0.97629,-0.10902,-0.31478,-872.44,-0.41837,-0.31478,-0.14301,-0.29556,-0.14301,-0.30965,0.32595,-0.41837,-0.13,-0.086614,-0.13428,0.64783,0
2354,0.0,0.048237,0.15499,0.13449,0.048237,1224.5,0.29807,0.048237,0.049969,0.052985,0.039809,0.13695,0.15516,0.27556,0.077723,0.10788,0.054887,0.618,0
2355,0.14733,0.042225,0.6976,0.15647,0.042225,212.66,1.7164,0.042225,0.056709,0.049768,0.056709,0.14733,0.92244,1.7164,0.066839,0.01799,0.066839,1.3777,0
2356,0.0,-0.084011,-0.32119,-0.008027,-0.084011,-4135.0,-0.088271,-0.084011,-0.027873,-0.091427,-0.027526,-0.03239,0.68702,-0.084451,-0.036194,-0.28903,-0.030334,1.2287,0
2357,0.1862,-0.032947,-0.046879,-0.01075,-0.032947,-21097.0,-0.017301,-0.032947,-0.029129,-0.006692,-0.029129,-0.032947,0.15325,-0.017301,-0.003889,1.6619,-0.005916,0.12597,0
2358,0.31883,0.14895,3.5658,0.081714,0.14895,91.603,3.9846,0.14895,0.072156,0.14868,0.058117,0.56655,0.43879,3.3,0.070675,0.008379,0.072026,11.851,0
2359,-0.1192,0.21124,0.58892,0.18568,0.21124,580.81,0.62844,0.21124,0.17401,0.26803,0.1386,0.12052,0.61005,0.50859,-0.042208,0.042367,0.2208,1.5625,0
2360,0.0,0.006019,0.014496,0.10346,0.006019,2167.0,0.16843,0.006019,0.007276,0.016539,0.002524,-0.004954,0.48492,0.1607,0.007504,0.17624,0.019993,0.36524,0
2361,0.0,0.005493,0.021718,0.088888,0.005493,827.83,0.44091,0.005493,0.004166,0.0,0.004166,0.062414,0.66572,0.44091,0.066133,0.079318,0.0,1.9848,0
2362,0.0,0.26499,1.6012,0.34799,0.26499,126.52,2.885,0.26499,0.19314,0.0,0.19314,0.61948,0.19544,2.885,0.003944,0.025966,0.0,4.4247,0
2363,0.009992,0.005483,0.029028,0.055735,0.005483,4792.5,0.076161,0.005483,0.021243,0.044123,0.019264,0.000262,0.014967,0.073457,0.07455,0.11875,0.17093,0.69425,0
2364,0.86783,0.65856,2.0037,0.34752,0.65856,179.81,2.0299,0.65856,0.30873,0.65729,0.24965,1.0722,0.60799,1.6849,0.30813,0.016224,0.30813,1.6072,0
2365,0.063161,0.013442,0.039618,0.050012,0.013442,5481.4,0.066588,0.013442,0.012903,0.068205,0.012167,0.083067,0.21602,0.065608,0.065467,0.24072,0.065467,1.0237,0
2366,0.0,0.14228,0.76108,0.11781,0.14228,1006.3,0.36272,0.14228,0.10013,0.15123,0.084589,0.22519,0.41513,0.31485,0.13577,0.087233,0.10644,1.9473,0
2367,0.0,0.20584,0.90646,0.078604,0.20584,373.62,0.97693,0.20584,0.072934,0.18748,0.059077,0.78622,0.74754,0.8047,0.067753,0.037199,0.066429,3.2128,0
2368,0.063343,-0.079543,-0.37659,0.058699,-0.079543,626.8,0.58232,-0.079543,-0.03796,-0.1003,-0.03796,-0.016347,0.28056,0.58232,-0.047642,0.068863,-0.047866,2.8665,0
2369,0.0,-0.080855,-3.8997,-0.029867,-0.080855,-265.77,-1.3734,-0.080855,-0.084808,-0.084475,-0.084808,-0.05947,0.94225,-1.3734,-0.091522,-0.021534,-0.088604,23.127,0
2370,0.0,0.0826,0.16588,0.079862,0.0826,1550.8,0.23537,0.0826,0.046584,0.11475,0.037675,0.2343,0.3057,0.20911,0.029143,0.11542,0.064714,0.44653,0
2371,0.0,-0.021909,-1.2434,0.009229,-0.021909,826.83,0.44145,-0.021909,-0.010469,-0.019504,-0.010743,0.38098,0.90646,0.42834,-0.013686,0.06715,-0.00932,39.303,0
2372,0.17865,-0.016498,-0.051865,0.021734,-0.016498,9159.9,0.039848,-0.016498,-0.010981,-0.001319,-0.010981,-0.035,0.16215,0.039848,-0.004162,0.57106,-0.000878,0.78756,0
2373,0.0,0.61261,1.489,0.21204,0.61261,249.31,1.4641,0.61261,0.19928,0.66928,0.16307,1.8723,0.5013,1.214,0.2163,0.020947,0.21772,1.819,0
2374,0.68416,-0.024627,-0.078233,0.022882,-0.024627,2066.9,0.17659,-0.024627,-0.010137,-0.042519,-0.010573,0.84537,0.66454,0.17323,-0.017502,0.27454,-0.017502,0.44668,0
2375,0.0,0.27759,2.0189,0.192,0.27759,180.76,2.0193,0.27759,0.19196,0.0,0.19196,1.2794,0.30178,2.0193,0.048633,87.604,0.0,1.1428,0
2376,0.0,0.14695,0.46255,0.12809,0.14695,696.94,0.52372,0.14695,0.10515,0.16065,0.083399,0.80006,0.46413,0.43477,0.11867,0.059122,0.11496,1.1144,0
2377,0.53862,0.17669,1.1359,0.32704,0.17669,276.0,1.3225,0.17669,0.18248,0.0,0.18248,0.34707,0.75603,1.3225,0.031701,0.057025,0.0,1.3487,0
2378,-0.087598,0.017773,0.075211,0.030197,0.017773,4263.6,0.085609,0.017773,0.017841,0.018245,0.010444,0.10741,0.38732,0.064638,0.10081,0.38335,0.018314,1.8771,0
2379,0.25062,0.13794,0.40268,0.11247,0.13794,701.68,0.52018,0.13794,0.075717,0.15101,0.059988,0.3205,0.6004,0.44743,0.082889,0.059414,0.082889,1.0863,0
2380,1.2367,0.30063,1.3606,0.18389,0.30063,230.61,1.5828,0.30063,0.15808,0.30457,0.15808,1.2367,0.77733,1.5828,0.16015,0.02054,0.16015,1.833,0
2381,0.0,0.30881,0.44878,0.27093,0.30881,784.79,0.46509,0.30881,0.26026,0.30276,0.26026,0.96361,0.30881,0.46509,0.25062,0.073045,0.25516,0.53857,0
2382,0.0,0.056502,0.25398,0.059779,0.056502,845.25,0.43182,0.056502,0.025655,0.062845,0.019271,0.19966,0.45506,0.38571,0.030454,0.073644,0.028535,2.9369,0
2383,0.0,0.29798,0.61155,0.06052,0.29798,656.89,0.55565,0.29798,0.05518,0.29904,0.05518,0.55232,0.38402,0.55565,0.053441,0.059795,0.055377,1.5401,0
2384,0.42967,0.08086,0.66401,0.071944,0.08086,1809.2,0.20175,0.08086,0.068599,0.0,0.068599,0.08086,0.53717,0.20175,0.009347,3.5532,0.0,1.4903,0
2385,0.033374,-0.12093,-0.47772,-0.073082,-0.12093,-3666.7,-0.099543,-0.12093,-0.13908,-0.074373,-0.13908,-0.28157,0.013717,-0.099543,-0.10923,-1.2526,-0.08554,0.9677,0
2386,0.0,0.17392,0.76975,0.10588,0.17392,375.56,0.97189,0.17392,0.083563,0.16575,0.066496,0.53714,0.75397,0.81523,0.078631,0.035619,0.079635,2.7702,0
2387,0.18212,0.064835,0.15538,0.11876,0.064835,1489.0,0.24514,0.064835,0.072121,0.076323,0.061286,0.064835,0.4819,0.22277,0.082934,0.12277,0.0849,0.73135,0
2388,0.0,0.004117,0.013961,0.010547,0.004117,36620.0,0.009967,0.004117,0.006219,0.0,0.006219,0.011816,0.017155,0.009967,0.01765,8.1502,0.0,0.57348,0
2389,0.0,0.1517,0.42973,0.08208,0.1517,807.14,0.45222,0.1517,0.07705,0.15656,0.059438,0.15137,0.63822,0.35518,0.098105,0.071558,0.07952,2.198,0
2390,0.1343,0.23727,0.7239,0.76728,0.23727,57.432,6.3553,0.23727,0.087396,0.0,0.087396,0.91606,0.50593,6.3553,6.5e-05,0.005919,0.0,1.034,0
2391,0.050651,0.17918,0.38651,0.21756,0.17918,605.81,0.6025,0.17918,0.13455,0.19288,0.11261,0.073559,0.51223,0.54176,0.14484,0.052103,0.14484,0.6734,0
2392,0.0,-0.023753,-0.04832,0.090616,-0.023753,2836.0,0.1287,-0.023753,-0.022861,-0.003879,-0.018122,-0.031264,0.213,0.13543,-0.031071,0.21386,-0.003733,0.56211,0
2393,0.027875,0.022273,0.033805,0.058972,0.022273,4790.2,0.076197,0.022273,0.021395,0.058248,0.021783,0.024289,0.17878,0.076698,0.055952,0.27205,0.055952,0.5624,0
2394,-0.000746,0.07555,0.16307,0.0523,0.07555,1726.5,0.21141,0.07555,0.038858,0.081862,0.02807,0.10421,0.093143,0.1678,0.04455,0.14846,0.042105,0.60871,0
2395,-0.13738,-0.014803,-0.061497,-0.049658,-0.014803,-6254.0,-0.058363,-0.014803,-0.049658,-0.07775,-0.093016,-0.021858,-0.16511,-0.10932,-0.2478,-0.10874,-0.26082,3.803,0
2396,0.28304,0.3596,0.87082,0.1382,0.3596,407.95,0.89471,0.3596,0.13318,0.36929,0.10482,0.3596,0.58294,0.71114,0.13677,0.035815,0.13677,1.7767,0
2397,0.44723,0.10857,0.2652,0.061837,0.10857,782.27,0.46659,0.10857,0.035146,0.1343,0.026216,0.46657,0.52822,0.39921,0.04348,0.062961,0.043474,1.6793,0
2398,0.22592,0.065847,0.36196,0.14387,0.065847,542.36,0.67299,0.065847,0.077379,0.066771,0.058063,0.28283,0.802,0.58264,0.078464,0.048486,0.078464,2.4333,0
2399,-0.039271,0.26415,0.82481,0.2726,0.26415,904.69,0.40346,0.26415,0.23691,0.26486,0.18522,0.28528,0.22021,0.32696,0.24075,0.082426,0.23755,1.3525,0
2400,0.0,0.095695,0.47456,0.066054,0.095695,1574.0,0.23189,0.095695,0.055542,0.0,0.055542,0.2482,0.34681,0.23189,0.010197,0.90318,0.0,1.9151,0
2401,0.0,0.069497,0.77459,0.16207,0.069497,1373.7,0.2657,0.069497,0.093575,0.081285,0.080462,0.44067,0.52405,0.2442,0.11211,0.11426,0.10945,1.3005,0
2402,0.30184,0.006317,0.015419,0.070799,0.006317,19978.0,0.01827,0.006317,0.040809,0.085303,0.1754,-0.1715,0.37153,0.053002,0.24974,0.22231,0.55106,0.10726,0
2403,0.0,0.20993,2.2334,0.11918,0.20993,210.66,1.7326,0.20993,0.097537,0.23063,0.077411,0.20993,0.39277,1.44,0.11483,0.017802,0.10716,4.4384,0
2404,0.012001,0.015978,0.080817,0.075122,0.015978,2635.8,0.13848,0.015978,0.020171,0.05281,0.01643,0.036081,0.51649,0.13158,0.071534,0.14868,0.06667,0.82619,0
2405,0.0,0.060463,2.4626,0.18633,0.060463,60.389,6.0441,0.060463,0.075916,0.063527,0.061331,0.15528,0.050129,5.571,-0.004303,0.005403,0.079763,11.758,0
2406,-0.54749,-0.084438,-0.17897,-0.11506,-0.084438,-9463.6,-0.038569,-0.084438,-0.34135,-0.069115,-0.34135,-0.39396,-0.63192,-0.038569,-0.23827,-1.8723,-0.2794,0.25796,0
2407,0.0,0.032717,0.23951,0.049896,0.032717,1436.8,0.25404,0.032717,0.043065,0.0,0.043065,0.06471,0.37208,0.25404,0.007366,0.95847,0.0,2.0728,0
2408,-0.08916,-0.015001,-0.22603,0.1663,-0.015001,4963.5,0.073537,-0.015001,-0.074189,0.009809,-0.074189,-0.088988,0.53886,0.073537,0.048509,0.25726,0.048509,2.198,0
2409,-0.015698,0.13185,0.40067,0.12195,0.13185,709.94,0.51413,0.13185,0.072173,0.15153,0.060249,0.20103,0.23519,0.46386,0.078456,0.059571,0.082949,0.60649,0
2410,-0.0254,0.000725,0.012109,0.034319,0.000725,1762.5,0.20709,0.000725,0.000685,0.016317,0.000685,-0.024675,0.49348,0.20709,0.012144,0.11262,0.015415,3.9064,0
2411,0.0,-0.039054,-0.36007,0.02012,-0.039054,2280.3,0.16006,-0.039054,-0.036723,-0.042007,-0.035853,0.13519,0.67152,0.16699,0.16757,0.24159,-0.0395,1.1078,0
